	-0.05	-0.1	0.0	7.888	+0.087	-0.087	+0.446	-0.446	15.453	+0.12	-0.12	+0.555	-0.555	20.639	+0.177	-0.177	+0.632	-0.632	24.636	+0.209	-0.209	+0.664	-0.664	29.696	+0.25	-0.25	+0.8	-0.8	35.432	+0.323	-0.323	+0.919	-0.919	42.451	+0.456	-0.456	+1.087	-1.087	53.874	+0.502	-0.502	+1.51	-1.51
	0.05	0.0	0.1	7.863	+0.087	-0.087	+0.443	-0.443	15.437	+0.12	-0.12	+0.55	-0.55	20.445	+0.176	-0.176	+0.619	-0.619	24.412	+0.207	-0.207	+0.648	-0.648	29.78	+0.251	-0.251	+0.79	-0.79	35.497	+0.324	-0.324	+0.905	-0.905	42.105	+0.454	-0.454	+1.059	-1.059	53.162	+0.499	-0.499	+1.465	-1.465
	0.15000000000000002	0.1	0.2	7.917	+0.088	-0.088	+0.448	-0.448	15.388	+0.12	-0.12	+0.555	-0.555	20.59	+0.178	-0.178	+0.633	-0.633	24.464	+0.207	-0.207	+0.663	-0.663	29.557	+0.249	-0.249	+0.801	-0.801	35.189	+0.321	-0.321	+0.918	-0.918	41.69	+0.449	-0.449	+1.074	-1.074	52.759	+0.494	-0.494	+1.489	-1.489
	0.25	0.2	0.3	7.985	+0.088	-0.088	+0.453	-0.453	15.476	+0.12	-0.12	+0.56	-0.56	20.531	+0.177	-0.177	+0.635	-0.635	24.3	+0.206	-0.206	+0.662	-0.662	29.506	+0.249	-0.249	+0.804	-0.804	35.197	+0.322	-0.322	+0.925	-0.925	41.58	+0.449	-0.449	+1.078	-1.078	52.593	+0.489	-0.489	+1.495	-1.495
	0.35	0.3	0.4	8.03	+0.089	-0.089	+0.459	-0.459	15.559	+0.121	-0.121	+0.572	-0.572	20.589	+0.178	-0.178	+0.65	-0.65	24.395	+0.207	-0.207	+0.683	-0.683	29.49	+0.249	-0.249	+0.826	-0.826	35.132	+0.322	-0.322	+0.95	-0.95	41.586	+0.448	-0.448	+1.111	-1.111	52.464	+0.491	-0.491	+1.537	-1.537
	0.45	0.4	0.5	8.083	+0.089	-0.089	+0.464	-0.464	15.616	+0.121	-0.121	+0.577	-0.577	20.696	+0.179	-0.179	+0.657	-0.657	24.482	+0.207	-0.207	+0.69	-0.69	29.426	+0.248	-0.248	+0.829	-0.829	34.876	+0.319	-0.319	+0.949	-0.949	41.319	+0.446	-0.446	+1.11	-1.11	52.264	+0.487	-0.487	+1.543	-1.543
	0.55	0.5	0.6	8.201	+0.089	-0.089	+0.472	-0.472	15.677	+0.122	-0.122	+0.579	-0.579	20.775	+0.181	-0.181	+0.659	-0.659	24.562	+0.211	-0.211	+0.69	-0.69	29.457	+0.254	-0.254	+0.828	-0.828	34.929	+0.329	-0.329	+0.948	-0.948	41.132	+0.459	-0.459	+1.102	-1.102	51.772	+0.504	-0.504	+1.527	-1.527
	0.6499999999999999	0.6	0.7	8.254	+0.089	-0.089	+0.476	-0.476	15.821	+0.123	-0.123	+0.586	-0.586	20.702	+0.18	-0.18	+0.658	-0.658	24.535	+0.211	-0.211	+0.691	-0.691	29.543	+0.254	-0.254	+0.832	-0.832	34.937	+0.329	-0.329	+0.95	-0.95	40.999	+0.459	-0.459	+1.101	-1.101	51.557	+0.5	-0.5	+1.526	-1.526
	0.75	0.7	0.8	8.289	+0.089	-0.089	+0.481	-0.481	15.864	+0.123	-0.123	+0.592	-0.592	20.895	+0.181	-0.181	+0.669	-0.669	24.643	+0.211	-0.211	+0.7	-0.7	29.466	+0.254	-0.254	+0.837	-0.837	34.655	+0.327	-0.327	+0.95	-0.95	40.882	+0.456	-0.456	+1.107	-1.107	51.19	+0.498	-0.498	+1.532	-1.532
	0.8500000000000001	0.8	0.9	8.38	+0.09	-0.09	+0.49	-0.49	15.982	+0.124	-0.124	+0.604	-0.604	20.839	+0.181	-0.181	+0.678	-0.678	24.734	+0.212	-0.212	+0.715	-0.715	29.451	+0.254	-0.254	+0.852	-0.852	34.811	+0.328	-0.328	+0.973	-0.973	40.719	+0.457	-0.457	+1.125	-1.125	51.073	+0.497	-0.497	+1.562	-1.562
